year,party_id,party,eu_position,eu_blur,lrgen,galtan,lrecon,redistribution
1999,1608,NyD,5,NA,9,6,8,NA
2010,1609,JL,2.266666650772095,NA,5.272727489471436,4.199999809265137,5.222222328186035,5.400000095367432
2014,1611,PIRAT,3.714285612106323,NA,5,1.235294103622437,5.25,5.166666507720947
2014,1612,FI,3.157894849777222,NA,1.809523820877075,0.8095238208770752,1.714285731315613,1.375
2019,1603,C,6.058823585510254,2.9000001,6.823529243469238,2.235294103622437,8,6.75
2019,1605,M,6.058823585510254,3.4000001,7.705882549285889,5.941176414489746,7.705882549285889,7.1875
2019,1602,S/SAP,5.75,3.8,3.882352828979492,4.411764621734619,4.117647171020508,2.8125
2019,1610,SD,2.235294103622437,4.9000001,8.470588684082031,8.764705657958984,5.588235378265381,4.6875
2019,1601,V,3.176470518112183,4.8000002,1.70588231086731,1.941176414489746,1.764705896377563,0.5
2019,1607,MP,5.117647171020508,3.8,3.29411768913269,1.588235259056091,3.941176414489746,3
2019,1604,L,6.882352828979492,0.89999998,6.529411792755127,3.235294103622437,7.117647171020508,6.25
2019,1606,KD,5.823529243469238,3.7,7.823529243469238,7.058823585510254,7.235294342041016,6.3125
2002,2006,KSII,5.67,NA,6.86,6.33,6.29,NA
2010,2011,L,4,NA,6,8.199999809265137,4.428571224212646,4.5
2010,2012,RZS,4.222222328186035,NA,6.5,8,4.166666507720947,4.166666507720947
2010,2009,BNS,6,NA,6.142857074737549,6.142857074737549,5.625,5.5
2010,2001,NDSV,6.545454502105713,NA,5.818181991577148,4.199999809265137,6.181818008422852,6.888888835906982
2014,2002,SDS,6.647058963775635,NA,7.133333206176758,3.5,7.6875,7.647058963775635
2014,2016,ABV,5.647058963775635,NA,3.466666698455811,5.375,3.375,3.133333444595337
2014,2013,DBG,6.75,NA,6.133333206176758,3.588235378265381,6.533333301544189,6.599999904632568
2014,2015,BBT,4.533333301544189,NA,6.083333492279053,7.454545497894287,3.900000095367432,3
2019,2010,GERB,6.550000190734863,3.1111112,6.095238208770752,5.761904716491699,6.095238208770752,5.904761791229248
2019,2014,NFSB,3.947368383407593,3.875,7.349999904632568,8.899999618530273,5.473684310913086,5.400000095367432
2019,2008,DSB,6.823529243469238,0.77777779,7.449999809265137,4.684210300445557,7.949999809265137,6.599999904632568
2019,2004,DPS,6.25,3.3333333,4.714285850524902,6.142857074737549,4.952381134033203,4.599999904632568
2019,2003,BSP,5.099999904632568,5.7777777,3.25,7.142857074737549,3,3
2019,2017,Volya,3.5,5.125,5.55555534362793,8.526315689086914,5.375,5.176470756530762
2019,2019,Slavi Trifonov,4.375,7,5.666666507720947,6.44444465637207,4.333333492279053,3.5
2019,2018,DB,6.8125,0.77777779,6.050000190734863,2.799999952316284,6.777777671813965,5.550000190734863
2019,2007,Ataka,2.200000047683716,2.2222223,6.809523582458496,9.619047164916992,3.526315689086914,3.1875
2019,2005,BMRO,3.842105150222778,4.4285712,6.900000095367432,9.5,4.809523582458496,4.8125
2002,2105,US-DEU,6.83,NA,6.78,2.58,7.53,NA
2006,2106,SNK-ED,6.5,NA,6.67,2.8,7.2,7
2006,2108,Nezavisl,4,NA,5.5,4.75,4.5,NA
2010,2110,VV,4.916666507720947,NA,5.888888835906982,4.3125,5.894736766815186,5.583333492279053
2014,2112,USVIT,2.266666650772095,NA,7.692307472229004,7.714285850524902,5.333333492279053,4
2014,2107,SZ,6.571428775787354,NA,3.857142925262451,1.285714268684387,3.714285612106323,4.090909004211426
2014,2113,SVOBODNI,1.333333373069763,NA,8.714285850524902,4.857142925262451,9.230769157409668,9
2019,2104,KDU-CSL,6.222222328186035,2.1428571,5.888888835906982,7.777777671813965,5.538461685180664,4.458333492279053
2019,2109,TOP09,6.666666507720947,1.5,7.407407283782959,4.851851940155029,7.333333492279053,7.416666507720947
2019,2103,KSCM,2.370370388031006,3.9285715,1.14814817905426,8.074073791503906,1.038461565971375,1.384615421295166
2019,2114,Pirates,6.115384578704834,3,4.28000020980835,1,4.346153736114502,4.217391490936279
2019,2102,ODS,3.777777671813965,4.4285712,7.777777671813965,7.037036895751953,7.703703880310059,7.884615421295166
2019,2111,ANO2011,4.481481552124023,6.7857141,4.692307472229004,5.730769157409668,4.5,3.846153736114502
2019,2116,STAN,6.518518447875977,1.4615384,6.269230842590332,4.07692289352417,6.57692289352417,6.208333492279053
2019,2115,SPD,1.481481432914734,1.8571428,8.84615421295166,9.370369911193848,4.666666507720947,4.136363506317139
2019,2101,CSSD,5.740740776062012,4.6428571,2.740740776062012,4.92307710647583,2.592592477798462,2.440000057220459
2006,2205,KP,3.33,NA,2.25,NA,2.33,NA
2010,2206,ERL,4.571428775787354,NA,4,7.142857551574707,3.428571224212646,3.285714387893677
2014,2207,EER,6,NA,5.75,4.285714149475098,6,5.333333492279053
2014,2208,EVE,6.166666507720947,NA,7.375,3.857142925262451,7.142857074737549,6.599999904632568
2019,2201,IRL,5.083333492279053,4.625,7.538461685180664,7.384615421295166,7.07692289352417,6.333333492279053
2019,2203,ER,6.583333492279053,1.875,6.461538314819336,3.076923131942749,7.461538314819336,6.916666507720947
2019,2210,E200,6.75,1.5714285,5.153846263885498,2.153846263885498,5.846153736114502,4.818181991577148
2019,2204,SDE,6.583333492279053,2.25,3.076923131942749,1.692307710647583,3.384615421295166,2.666666746139526
2019,2209,EKRE,2.083333253860474,4.75,8.461538314819336,9.538461685180664,4.692307472229004,4.75
2019,2202,EK,5.5,4,4.461538314819336,4.615384578704834,3.769230842590332,3.333333253860474
2002,2305,MIEP,1.64,NA,9.71,9.69,4,NA
2002,2306,CP,5.6,NA,4.83,5.55,5.5,NA
2010,2304,SZDSZ,6.599999904632568,NA,4,1.428571462631226,6.75,6.090909004211426
2010,2303,MDF,5.928571224212646,NA,6.333333492279053,6.400000095367432,5.933333396911621,5.75
2010,2307,KDNP,4.882352828979492,NA,7.588234901428223,8.29411792755127,3.058823585510254,4.357142925262451
2019,2314,MM,6.5,1.1666666,4.400000095367432,1.600000023841858,5.933333396911621,4.357142925262451
2019,2309,LMP,5.533333301544189,3.1666667,3.933333396911621,3.066666603088379,3.733333349227905,4
2019,2311,DK,6.928571224212646,1,3.333333253860474,2.133333444595337,4.666666507720947,4.071428775787354
2019,2302,Fidesz-KDNP,3.066666603088379,6.3333335,8.333333015441895,9.199999809265137,3.733333349227905,5
2019,2301,MSZP,6.5,2.1666667,3.400000095367432,3.733333349227905,4,3.5
2019,2308,JOBBIK,3.785714387893677,5.1666665,7.733333110809326,8.066666603088379,4.133333206176758,4.642857074737549
2019,2310,E14,6.44444465637207,1,3.571428537368774,1.428571462631226,4.666666507720947,2.75
2006,2408,LSDSP,5.5,NA,2.25,6,2.25,1.25
2006,2403,TP,6.5,NA,7.25,5.75,7.75,8.25
2006,2401,JL,5.75,NA,7,5,7,7.5
2006,2407,LC,7,NA,6.75,6,8,8.5
2006,2404,LPP,5.75,NA,7,8,7.75,8
2010,2411,ZRP,6,NA,6.375,5.142857074737549,6.666666507720947,5.777777671813965
2014,2413,NSL,4.222222328186035,NA,5.142857074737549,7.714285850524902,4.857142925262451,4.833333492279053
2019,2414,LRA,5.333333492279053,3.75,6,6.222222328186035,6.625,6.285714149475098
2019,2417,AP!,6.636363506317139,2.5,5.818181991577148,1.909090876579285,5.900000095367432,4.727272510528564
2019,2405,ZZS,4.818181991577148,3.75,5.818181991577148,7.636363506317139,5.454545497894287,5.727272510528564
2019,2410,SDPS,5.545454502105713,5.75,3.454545497894287,6.272727489471436,4,3.090909004211426
2019,2412,V,6.800000190734863,2.25,6.909090995788574,4.818181991577148,7.181818008422852,6.909090995788574
2019,2415,KPV LV,5.090909004211426,6.75,5.699999809265137,5.5,5,5.5
2019,2416,JKP,5.727272510528564,3.5,7.272727489471436,7.090909004211426,6.181818008422852,5.363636493682861
2019,2406,NA,4.727272510528564,3.75,8.454545021057129,8.090909004211426,6.090909004211426,6.272727489471436
2019,2402,LKS,4.300000190734863,5.25,2.272727251052856,7,3.200000047683716,2.777777671813965
2002,2502,NDP,5.2,NA,3.2,6.25,3.75,NA
2002,2503,LRS,4.2,NA,2.2,7,2.25,NA
2002,2513,JL-PKS,1.6,NA,9.8,8.6,2.25,NA
2002,2510,NKS,6,NA,6.6,5.25,5.5,NA
2002,2514,MKDS,6.6,NA,7,5,6.75,NA
2002,2509,LCS,6.4,NA,5.6,4.2,6.25,NA
2002,2512,LLS,2.2,NA,7.8,8.75,0.75,NA
2002,2508,LKDP,5.4,NA,7.4,8.2,4.25,NA
2010,2504,NS,6.199999809265137,NA,4.07692289352417,5.333333492279053,4,4
2010,2517,TPP,5.55555534362793,NA,5.44444465637207,4.5,5.777777671813965,6
2010,2505,LiCS,6.07692289352417,NA,6.230769157409668,4.083333492279053,6.75,5.92307710647583
2010,2519,FRONT,2.700000047683716,NA,1.153846263885498,5.75,1,0.3846153914928436
2014,2520,DK,3.111111164093018,NA,6.875,9,3.333333253860474,3
2019,2515,TT,3.636363744735718,5,6.636363506317139,8.636363983154297,4.272727489471436,4.222222328186035
2019,2521,LCP,3.799999952316284,5.8333335,5.333333492279053,8.625,3.777777671813965,4
2019,2507,LVZS,5.454545497894287,5.125,5.090909004211426,8.454545021057129,4,5.090909004211426
2019,2518,LRLS,6.636363506317139,2.125,6.818181991577148,1.909090876579285,8.272727012634277,6.636363506317139
2019,2516,DP,5.099999904632568,6.5,4.909090995788574,6.099999904632568,4.909090995788574,5.099999904632568
2019,2522,LZP,6.125,3.75,4,3.333333253860474,4.333333492279053,4.333333492279053
2019,2506,TS-LKD,6.818181991577148,1.625,7.181818008422852,6.636363506317139,6.727272510528564,5.454545497894287
2019,2511,LLRA,4.5,4.2857141,6.090909004211426,9.454545021057127,2.818181753158569,3.222222328186035
2019,2523,VKM-AMT,6.800000190734863,1.2857143,5.222222328186035,3.111111164093018,4.111111164093018,3.444444417953491
2019,2501,LSDP,6.727272510528564,1.75,2.363636255264282,2.727272748947144,2.818181753158569,3.090909004211426
2002,2602,UP,6.38,NA,3,1.38,2.25,NA
2002,2608,AWSP,5.38,NA,7.75,7.5,4.38,NA
2006,2609,PD,6.83,NA,4.5,1.17,7.4,7.5
2010,2612,SD,6.666666507720947,NA,4.666666507720947,3.666666507720947,6.25,6.428571224212646
2010,2604,S,3.272727251052856,NA,4.636363506317139,7.75,2.666666746139526,1.909090876579285
2010,2607,LPR,1.666666626930237,NA,9.25,9.538461685180664,3.5,3.5
2010,2611,SDPL,6.714285850524902,NA,2.666666746139526,2.25,3.416666507720947,3.333333253860474
2014,2614,KNP,1.058823585510254,NA,9.529411315917969,8.823529243469238,9.588234901428224,9.588234901428224
2014,2616,SP,3,NA,8.29411792755127,8.647058486938477,3.375,3.25
2014,2615,PR,4,NA,7.647058963775635,7.6875,6.666666507720947,6.400000095367432
2014,2613,RP,6.705882549285889,NA,2.529411792755127,1.176470637321472,4.1875,4.133333206176758
2019,2621,Wiosnia,6.888888835906982,1.1111112,1.894736886024475,0.8421052694320679,3.5,2.666666746139526
2019,2606,PSL,5.142857074737549,4.5,5.285714149475098,7.099999904632568,4.333333492279053,3.450000047683716
2019,2603,PO,6.666666507720947,1.2,5.38095235824585,4.666666507720947,6.571428775787354,5.900000095367432
2019,2605,PiS,2.952380895614624,6.6999998,7.550000190734863,9.142857551574709,2.952380895614624,1.75
2019,2619,Konfederacia,1.368421077728271,1.3333334,9.526315689086914,9.526315689086914,9.058823585510254,8.058823585510254
2019,2617,Kukiz,3.111111164093018,5.2222223,7.111111164093018,7.611111164093018,6.75,5.375
2019,2618,Nowo,6.947368621826172,0.55555558,5.157894611358643,2.611111164093018,7.666666507720947,6.722222328186035
2019,2601,SLD,6.571428775787354,1.2,3.38095235824585,3.571428537368774,3.904761791229248,3.349999904632568
2019,2620,Lewica Razem,6.55555534362793,2.3333333,1.277777791023254,1.222222208976746,1.29411768913269,1.470588207244873
2002,2707,CDR 2000,6.86,NA,6.29,4.43,6.71,NA
2006,2708,FDGR,6.43,NA,5.29,4.29,6,4.670000076293945
2010,2703,PRM,3.700000047683716,NA,5.631578922271729,9.449999809265137,2.099999904632568,1.736842155456543
2014,2710,PP-DD,4.533333301544189,NA,4.357142925262451,8.625,2.538461446762085,3.454545497894287
2014,2709,UNPR,5.588235378265381,NA,3.428571462631226,7.642857074737549,3.571428537368774,4.230769157409668
2014,2702,PC,5.352941036224365,NA,5.529411792755127,7.9375,5,5.25
2014,2704,PDL,6.647058963775635,NA,6.647058963775635,5.588235378265381,7.176470756530762,6.933333396911621
2019,2713,USR,6.75,3.125,6.466666698455811,2.625,6.5,6
2019,2701,PSD,4,6.5,3.666666746139526,8.25,3.375,2.875
2019,2705,PNL,6.266666889190674,3.625,7.066666603088379,6,7.25,6.8125
2019,2714,PRO,5.400000095367432,4.25,4.285714149475098,6.538461685180664,4.533333301544189,4.142857074737549
2019,2712,ALDE,5,5.875,6.133333206176758,6.25,6.133333206176758,6.066666603088379
2019,2706,UDMR,6.0625,3,5.866666793823242,6.0625,5.6875,5.733333110809326
2019,2711,PMP,5.666666507720947,5,7.071428775787354,7.214285850524902,7.357142925262451,6.92307710647583
2002,2806,ANO,6.57,NA,6.71,3.54,7.5,NA
2002,2808,PSNS,3.07,NA,8.5,8.62,3.75,NA
2002,2810,HZD,5.54,NA,4.23,6,3.91,NA
2010,2811,SF,5.625,NA,5.727272510528564,2.75,6,5.625
2010,2807,KSS,2.555555582046509,NA,0.692307710647583,6.599999904632568,0.3333333730697632,0.5454545617103577
2010,2801,LS-HZDS,5.133333206176758,NA,5,7.214285850524902,4.428571224212646,4.384615421295166
2014,2815,NOVA,4.285714149475098,NA,7.071428775787354,7.07692289352417,7.07692289352417,7
2014,2802,SDKU-DS,6.357142925262451,NA,6.857142925262451,5.307692527770996,7.571428775787354,7.384615421295166
2019,2816,Siet,6.142857074737549,1.5,5.75,4,7.75,5.666666507720947
2019,2817,LSNS,1.3125,2.7,9.3125,9.8125,3.9375,2.266666650772095
2019,2813,MH,6.666666507720947,1.4,5.199999809265137,4.8125,5.75,5.133333206176758
2019,2821,Za Ludi,6.533333301544189,0.80000001,6,5,6.625,5.400000095367432
2019,2819,PS,6.866666793823242,0.30000001,3.8125,1.5,5,4.3125
2019,2803,Smer-SD,5.1875,6.3000002,4.25,7.875,3.5,2.125
2019,2805,KDH,5.1875,2.8,6.625,8.0625,6.1875,5
2019,2818,Sme Rodina,3.133333444595337,4.5,7.133333206176758,8.4375,4.857142925262451,2.857142925262451
2019,2814,OLaNO,4.75,5.4444447,6.571428775787354,6.785714149475098,6,5
2019,2809,SNS,3.066666603088379,5.6999998,7.4375,8.9375,4.4375,3.533333301544189
2019,2812,SaS,4.125,3.8,7,3.1875,8.125,8.5
2019,2820,SPOLU,6.875,0.30000001,5.333333492279053,3,6.125,5.6875
2019,2804,SMK-MKP,6.071428775787354,2.6666667,5.92307710647583,7.142857074737549,5.538461685180664,4.090909004211426
2002,2908,SMS,5.2,NA,4.4,3.2,4,NA
2006,2909,AS,5.4,NA,4.6,2.6,3.8,3
2010,2910,Zares,6.363636493682861,NA,3.916666507720947,1.75,4.583333492279053,4.333333492279053
2010,2901,LDS,6.545454502105713,NA,4.75,1.583333253860474,5.833333492279053,5.833333492279053
2014,2904,SLS,6.07692289352417,NA,6.461538314819336,7.07692289352417,6.307692527770996,5.699999809265137
2014,2914,PS,6.07692289352417,NA,3.384615421295166,3.461538553237915,4.153846263885498,4.727272510528564
2019,2911,SMC,6.533333301544189,4,4.785714149475098,4.066666603088379,5.142857074737549,4.5
2019,2913,AB,6.357142925262451,4.3333335,4.214285850524902,3.333333253860474,4.357142925262451,3.5
2019,2906,DeSUS,5.533333301544189,4.8333335,3.769230842590332,5.066666603088379,3.285714387893677,2.785714387893677
2019,2915,LMS,6,4,4.357142925262451,4.642857074737549,4.642857074737549,4.214285850524902
2019,2902,SDS,5.133333206176758,4.5,8.642857551574707,8.733333587646484,7.5,7
2019,2912,Levica,4.133333206176758,2.8333333,0.7142857313156128,1,0.7142857313156128,1.142857193946838
2019,2903,SD,6.466666698455811,2.8333333,2.571428537368774,2.533333301544189,3.071428537368774,2.714285612106323
2019,2905,NSI,6,4,7.5,8,7.357142925262451,6.071428775787354
2019,2907,SNS,2.666666746139526,4,8.714285850524902,8.466666221618652,6.307692527770996,6.833333492279053
2014,3114,ORaH,6.111111164093018,NA,2.444444417953491,1,3,3.125
2014,3109,HSP,2.857142925262451,NA,9.25,9.375,4.714285850524902,4.25
2014,3113,HSP-AS,3.625,NA,9,9.25,4.75,4
2014,3112,HL-SR,5.55555534362793,NA,2,2.125,2,1.25
2019,3107,HDSSB,3.900000095367432,3.8461537,8.409090995788574,8.545454978942871,5.0625,3.666666746139526
2019,3103,HSS,6.38095235824585,2.4000001,4.666666507720947,4.666666507720947,3.545454502105713,3.428571462631226
2019,3115,Most,3.818181753158569,4.4375,7.82608699798584,8.5,5.772727489471436,4.449999809265137
2019,3105,HNS,6.5652174949646,1.0625,4.291666507720947,1.916666626930237,6.291666507720947,5.954545497894287
2019,3119,HKS,2.61904764175415,1.9285715,9.260869979858398,9.47826099395752,6,5.07692289352417
2019,3102,SDP,6.625,1.25,3.416666746139526,2.291666746139526,3.833333253860474,3.545454502105713
2019,3110,SDSS,6.17391300201416,2.3846154,3.083333253860474,2.904761791229248,2.736842155456543,3.052631616592407
2019,3116,ZZ,1.818181872367859,2.1875,4.789473533630371,4.956521511077881,3.190476179122925,2.809523820877075
2019,3108,HSU,5.761904716491699,2.909091,4.400000095367432,4.941176414489746,2.761904716491699,2.333333253860474
2019,3118,NS-R,6.4210524559021,1.5,4.636363506317139,2.954545497894287,6,5.761904716491699
2019,3101,HDZ,6.666666507720947,1.9375,6.875,7.125,4.833333492279053,4.545454502105713
2019,3117,MB 365,4.75,4.5384617,5.636363506317139,6.043478488922119,3.666666746139526,3.272727251052856
2019,3104,HSLS,6.47826099395752,2.3125,5.34782600402832,3.545454502105713,6.958333492279053,6.714285850524902
2019,3106,IDS,6.947368621826172,0.75,3.25,1.333333373069763,5.26086950302124,4.476190567016602
2019,3702,PN,6.571428775787354,4,6.142857074737549,6.571428775787354,6.428571224212646,3.571428537368774
2019,3701,PL,6.142857074737549,4.3333335,6.142857074737549,2,6.428571224212646,3.714285612106323
2019,3801,CSV,6.5,1,6,6,5.5,3.5
2019,3805,ADR,4,7,8,8,7,4.5
2019,3807,PPLU,4.5,7,5,5,5.5,5
2019,3802,Greng,6,4,4.5,3,4.5,4
2019,3803,DP,6.5,3,5.5,4,5.5,6.5
2019,3804,LSAP,6.5,4,4,4,4,3.5
2019,3806,DL,4,7,1.5,2.5,1.5,1.5
2014,4002,EVROKO,6,NA,8.666666984558105,7.25,8.5,7.5
2019,4007,SYM,5,6,4.5,3.5,4.5,5
2019,4001,DISY,6,6,7.5,6.5,8,8
2019,4008,KINHMA,5,5,7,7.5,7,5.5
2019,4005,EDEK,5.5,5,4.5,6,4.5,4
2019,4006,KOP,5,7,4.5,3,4,2
2019,4004,DIKO,6,7,5.5,6,6,4.5
2019,4009,ELAM,3.5,8,10,10,7.5,6
2019,4003,AKEL,5,7,3,2.5,2.5,1
